Season,Year,Tour,Week,Date,Tournament,Location,Winner,Score,1st prize ($),Purse ($),OWGR points,Notes,TournamentURL,TournamentRedirectURL,PlayerURL
1962,1962,PGA,35,3-Sep,Dallas Open Invitational,Texas,Billy Maxwell (7),277 (-3),"5,300",,,,/wiki/Dallas_Open_Invitational,/wiki/AT%26T_Byron_Nelson,/wiki/Billy_Maxwell
1962,1962,PGA,36,9-Sep,Denver Open Invitational,Colorado,Bob Goalby (6),277 (-3),"4,300",,,,/wiki/Denver_Open_Invitational,/wiki/Denver_Open_Invitational,/wiki/Bob_Goalby
1962,1962,PGA,37,16-Sep,Seattle World's Fair Open Invitational,Washington,Jack Nicklaus (2),265 (-15),"4,300",,,,/wiki/Seattle_World%27s_Fair_Open_Invitational,/wiki/Seattle_Open_Invitational,/wiki/Jack_Nicklaus
1962,1962,PGA,38,23-Sep,Portland Open Invitational,Oregon,Jack Nicklaus (3),269 (-19),"3,500",,,,/wiki/Portland_Open_Invitational,/wiki/Portland_Open_Invitational,/wiki/Jack_Nicklaus
1962,1962,PGA,39,30-Sep,Sahara Invitational,Nevada,Tony Lema (1),270 (-14),"2,800",,,,/wiki/Sahara_Invitational,/wiki/Sahara_Invitational,/wiki/Tony_Lema
1962,1962,PGA,41,14-Oct,Bakersfield Open Invitational,California,Billy Casper (18),272 (-16),"6,400",,,,/wiki/Bakersfield_Open_Invitational,/wiki/Bakersfield_Open_Invitational,/wiki/Billy_Casper
1962,1962,PGA,42,21-Oct,Ontario Open Invitational,California,Al Geiberger (1),276 (-8),"3,500",,,,/wiki/Ontario_Open_Invitational,/wiki/Ontario_Open,/wiki/Al_Geiberger
1962,1962,PGA,43,28-Oct,Orange County Open Invitational,California,Tony Lema (2),267 (-17),"2,800",,,,/wiki/Orange_County_Open_Invitational,/wiki/Orange_County_Open_Invitational,/wiki/Tony_Lema
1962,1962,PGA,44,4-Nov,Beaumont Open Invitational,Texas,Dave Ragan (2),283 (-5),"2,800",,,,/wiki/Beaumont_Open_Invitational,/wiki/Beaumont_Open_Invitational,/wiki/Dave_Ragan
1962,1962,PGA,45,11-Nov,Cajun Classic Open Invitational,Louisiana,John Barnum (1),270 (-14),"2,400",,,,/wiki/Cajun_Classic_Open_Invitational,/wiki/Cajun_Classic_Open_Invitational,/wiki/John_Barnum
1962,1962,PGA,46,18-Nov,Mobile Sertoma Open Invitational,Alabama,Tony Lema (3),273 (-15),"2,000",,,,/wiki/Mobile_Sertoma_Open_Invitational,/wiki/Mobile_Sertoma_Open_Invitational,/wiki/Tony_Lema
1962,1962,PGA,47,25-Nov,Carling Open Invitational,Florida,Bo Wininger (5),274 (-10),"5,300",,,,/wiki/Carling_Open_Invitational,/wiki/Carling_World_Open,/wiki/Bo_Wininger
1962,1962,PGA,48,2-Dec,West Palm Beach Open Invitational,Florida,Dave Ragan (3),277 (-11),"2,800",,,,/wiki/West_Palm_Beach_Open_Invitational,/wiki/West_Palm_Beach_Open_Invitational,/wiki/Dave_Ragan
1962,1962,PGA,49,9-Dec,Coral Gables Open Invitational,Florida,Gardner Dickinson (3),274 (-10),"2,800",,,,/wiki/Coral_Gables_Open_Invitational,/wiki/Coral_Gables_Open_Invitational,/wiki/Gardner_Dickinson
1963,1963,PGA,1,7-Jan,Los Angeles Open,California,Arnold Palmer (36),274 (-10),"9,000",,,,/wiki/Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/Arnold_Palmer
1963,1963,PGA,2,13-Jan,San Diego Open Invitational,California,Gary Player (7),270 (-14),"3,500",,,,/wiki/San_Diego_Open_Invitational,/wiki/Farmers_Insurance_Open,/wiki/Gary_Player
1963,1963,PGA,3,20-Jan,Bing Crosby National Pro-Am,California,Billy Casper (19),285 (-3),"5,300",,,,/wiki/Bing_Crosby_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Billy_Casper
1963,1963,PGA,4,27-Jan,Lucky International Open,California,"Jack Burke, Jr. (16)",276 (-8),"9,000",,,,/wiki/Lucky_International_Open,/wiki/Lucky_International_Open,"/wiki/Jack_Burke,_Jr."
1963,1963,PGA,5,4-Feb,Palm Springs Golf Classic,California,Jack Nicklaus (4),345 (-13),"9,000",,,,/wiki/Palm_Springs_Golf_Classic,/wiki/CareerBuilder_Challenge,/wiki/Jack_Nicklaus
1963,1963,PGA,6,12-Feb,Phoenix Open Invitational,Arizona,Arnold Palmer (37),273 (-15),"5,300",,,,/wiki/Phoenix_Open_Invitational,/wiki/Phoenix_Open,/wiki/Arnold_Palmer
1963,1963,PGA,7,17-Feb,Tucson Open Invitational,Arizona,Don January (4),266 (-22),"3,500",,,,/wiki/Tucson_Open_Invitational,/wiki/Tucson_Open,/wiki/Don_January
1963,1963,PGA,9,4-Mar,Greater New Orleans Open Invitational,Louisiana,Bo Wininger (6),279 (-9),"6,400",,,,/wiki/Greater_New_Orleans_Open_Invitational,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Bo_Wininger
1963,1963,PGA,10,10-Mar,Pensacola Open Invitational,Florida,Arnold Palmer (38),273 (-15),"3,500",,,,/wiki/Pensacola_Open_Invitational,/wiki/Pensacola_Open,/wiki/Arnold_Palmer
1963,1963,PGA,11,17-Mar,St. Petersburg Open Invitational,Florida,Raymond Floyd (1),274 (-14),"3,500",,,,/wiki/St._Petersburg_Open_Invitational,/wiki/St._Petersburg_Open_Invitational,/wiki/Raymond_Floyd
1963,1963,PGA,12,24-Mar,Doral C.C. Open Invitational,Florida,Dan Sikes (1),283 (-5),"9,000",,,,/wiki/Doral_C.C._Open_Invitational,/wiki/Doral_Open,/wiki/Dan_Sikes
1963,1963,PGA,13,31-Mar,Azalea Open,North Carolina,Jerry Barber (7),274 (-14),"2,800",,,,/wiki/Azalea_Open,/wiki/Azalea_Open_Invitational,/wiki/Jerry_Barber
1963,1963,MAJ,14,7-Apr,Masters Tournament,Georgia,Jack Nicklaus (5),286 (-2),"20,000",,,Major championship,/wiki/1963_Masters_Tournament,/wiki/1963_Masters_Tournament,/wiki/Jack_Nicklaus
1963,1963,PGA,15,14-Apr,Greater Greensboro Open,North Carolina,Doug Sanders (12),270 (-14),"5,500",,,,/wiki/Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Doug_Sanders
1963,1963,PGA,16,21-Apr,Houston Classic,Texas,Bob Charles (1),268 (-12),"10,000",,,,/wiki/Houston_Classic,/wiki/Houston_Open,/wiki/Bob_Charles_(golfer)
1963,1963,PGA,17,28-Apr,Texas Open Invitational,Texas,Phil Rodgers (3),268 (-16),"4,300",,,,/wiki/Texas_Open_Invitational,/wiki/Valero_Texas_Open,/wiki/Phil_Rodgers
1963,1963,PGA,18,5-May,Tournament of Champions,Nevada,Jack Nicklaus (6),273 (-15),"13,000",,,,/wiki/Tournament_of_Champions_(PGA_Tour),/wiki/Tournament_of_Champions_%28golf%29,/wiki/Jack_Nicklaus
1963,1963,PGA,18,5-May,Waco Turner Open,Oklahoma,Gay Brewer (4),280 (-12),"2,800",,,,/wiki/Waco_Turner_Open,/wiki/Waco_Turner_Open,/wiki/Gay_Brewer
1963,1963,PGA,19,12-May,Colonial National Invitation,Texas,Julius Boros (10),279 (-1),"12,000",,,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Julius_Boros
1963,1963,PGA,20,19-May,Oklahoma City Open Invitational,Oklahoma,Don Fairfield (3),280 (-8),"5,300",,,,/wiki/Oklahoma_City_Open_Invitational,/wiki/Oklahoma_City_Open_Invitational,/wiki/Don_Fairfield
1963,1963,PGA,21,27-May,Memphis Open Invitational,Tennessee,Tony Lema (4),270 (-10),"9,000",,,,/wiki/Memphis_Open_Invitational,/wiki/St._Jude_Classic,/wiki/Tony_Lema
1963,1963,PGA,22,3-Jun,500 Festival Open Invitation,Indiana,Dow Finsterwald (11),268 (-16),"10,000",,,,/wiki/500_Festival_Open_Invitation,/wiki/500_Festival_Open_Invitation,/wiki/Dow_Finsterwald
1963,1963,PGA,23,9-Jun,Buick Open Invitational,Michigan,Julius Boros (11),274 (-14),"9,000",,,,/wiki/Buick_Open_Invitational,/wiki/Buick_Open,/wiki/Julius_Boros
1963,1963,PGA,24,16-Jun,Thunderbird Classic Invitational,New York,Arnold Palmer (39),277 (-11),"25,000",,,,/wiki/Thunderbird_Classic_Invitational,/wiki/Thunderbird_Classic,/wiki/Arnold_Palmer
1963,1963,MAJ,25,23-Jun,U.S. Open,Massachusetts,Julius Boros (12),293 (+9),"17,500",,,Major championship,/wiki/1963_U.S._Open_(golf),/wiki/1963_U.S._Open_(golf),/wiki/Julius_Boros
1963,1963,PGA,26,1-Jul,Cleveland Open Invitational,Ohio,Arnold Palmer (40),273 (-11),"22,000",,,,/wiki/Cleveland_Open_Invitational,/wiki/Cleveland_Open,/wiki/Arnold_Palmer
1963,1963,PGA,27,6-Jul,Canadian Open,Canada,Doug Ford (19),280 (-4),"9,000",,,,/wiki/Canadian_Open_(golf),/wiki/Canadian_Open_(golf),/wiki/Doug_Ford_(golfer)
1963,1963,MAJ,28,13-Jul,The Open Championship,England,Bob Charles (2),277 (-3),"4,200",,,Major championship,/wiki/1963_Open_Championship,/wiki/1963_Open_Championship,/wiki/Bob_Charles_(golfer)
1963,1963,PGA,28,14-Jul,Hot Springs Open Invitational,Arkansas,Dave Hill (3),277 (-11),"3,500",,,,/wiki/Hot_Springs_Open_Invitational,/wiki/Arlington_Hotel_Open,/wiki/Dave_Hill_(golfer)
1963,1963,MAJ,29,21-Jul,PGA Championship,Texas,Jack Nicklaus (7),279 (-5),"13,000",,,Major championship,/wiki/1963_PGA_Championship,/wiki/1963_PGA_Championship,/wiki/Jack_Nicklaus
1963,1963,PGA,30,29-Jul,Western Open,Illinois,Arnold Palmer (41),280 (-4),"11,000",,,,/wiki/Western_Open,/wiki/Western_Open,/wiki/Arnold_Palmer
1963,1963,PGA,31,4-Aug,St. Paul Open Invitational,Minnesota,"Jack Rule, Jr. (1)",266 (-22),"5,300",,,,/wiki/St._Paul_Open_Invitational,/wiki/St._Paul_Open_Invitational,"/wiki/Jack_Rule,_Jr."
1963,1963,PGA,33,18-Aug,Insurance City Open Invitational,Connecticut,Billy Casper (20),271 (-13),"6,400",,,,/wiki/Insurance_City_Open_Invitational,/wiki/Travelers_Championship,/wiki/Billy_Casper
1963,1963,PGA,34,25-Aug,American Golf Classic,Ohio,Johnny Pott (4),276 (-4),"9,000",,,,/wiki/American_Golf_Classic,/wiki/American_Golf_Classic,/wiki/Johnny_Pott
1963,1963,PGA,35,1-Sep,Denver Open Invitational,Colorado,Chi-Chi Rodríguez (1),276 (-4),"5,300",,,,/wiki/Denver_Open_Invitational,/wiki/Denver_Open_Invitational,/wiki/Chi-Chi_Rodr%C3%ADguez
1963,1963,PGA,36,8-Sep,Utah Open,Utah,Tommy Jacobs (3),272 (-8),"6,400",,,,/wiki/Utah_Open,/wiki/Utah_Open,/wiki/Tommy_Jacobs
1963,1963,PGA,37,15-Sep,Seattle Open Invitational,Washington,Bobby Nichols (3),272 (-16),"5,300",,,,/wiki/Seattle_Open_Invitational,/wiki/Seattle_Open_Invitational,/wiki/Bobby_Nichols
1963,1963,PGA,38,22-Sep,Portland Open Invitational,Oregon,George Knudson (2),271 (-17),"4,300",,,,/wiki/Portland_Open_Invitational,/wiki/Portland_Open_Invitational,/wiki/George_Knudson
1963,1963,PGA,40,6-Oct,Whitemarsh Open Invitational,Pennsylvania,Arnold Palmer (42),281 (-7),"26,000",,,,/wiki/Whitemarsh_Open_Invitational,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/Arnold_Palmer
1963,1963,PGA,42,20-Oct,Sahara Invitational,Nevada,Jack Nicklaus (8),276 (-8),"13,000",,,,/wiki/Sahara_Invitational,/wiki/Sahara_Invitational,/wiki/Jack_Nicklaus
1963,1963,PGA,43,27-Oct,Fig Garden Village Open Invitational,California,Mason Rudolph (2),275 (-13),"3,500",,,,/wiki/Fig_Garden_Village_Open_Invitational,/wiki/Fig_Garden_Village_Open_Invitational,/wiki/Mason_Rudolph
1963,1963,PGA,44,3-Nov,Almaden Open Invitational,California,Al Geiberger (2),277 (-11),"3,500",,,,/wiki/Almaden_Open_Invitational,/wiki/Almaden_Open,/wiki/Al_Geiberger
1963,1963,PGA,45,10-Nov,Frank Sinatra Open Invitational,California,Frank Beard (1),278 (-6),"9,000",,,,/wiki/Frank_Sinatra_Open_Invitational,/wiki/Frank_Sinatra_Open_Invitational,/wiki/Frank_Beard_(golfer)
1963,1963,PGA,47,24-Nov,Cajun Classic Open Invitational,Louisiana,Rex Baxter (1),275 (-13),"2,800",,,,/wiki/Cajun_Classic_Open_Invitational,/wiki/Cajun_Classic_Open_Invitational,/wiki/Rex_Baxter
1964,1964,PGA,1,6-Jan,Los Angeles Open,California,Paul Harney (4),280 (-4),"7,500",,,,/wiki/Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/Paul_Harney
1964,1964,PGA,2,12-Jan,San Diego Open Invitational,California,"Art Wall, Jr. (12)",274 (-6),"4,000",,,,/wiki/San_Diego_Open_Invitational,/wiki/Farmers_Insurance_Open,"/wiki/Art_Wall,_Jr."
1964,1964,PGA,3,19-Jan,Bing Crosby National Pro-Am,California,Tony Lema (5),284 (-4),"5,800",,,,/wiki/Bing_Crosby_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Tony_Lema
1964,1964,PGA,4,27-Jan,Lucky International Open,California,Chi-Chi Rodríguez (2),272 (-12),"7,500",,,,/wiki/Lucky_International_Open,/wiki/Lucky_International_Open,/wiki/Chi-Chi_Rodr%C3%ADguez
1964,1964,PGA,5,2-Feb,Palm Springs Golf Classic,California,Tommy Jacobs (4),353 (-7),"7,500",,,,/wiki/Palm_Springs_Golf_Classic,/wiki/CareerBuilder_Challenge,/wiki/Tommy_Jacobs
1964,1964,PGA,6,9-Feb,Phoenix Open Invitational,Arizona,Jack Nicklaus (9),271 (-13),"7,500",,,,/wiki/Phoenix_Open_Invitational,/wiki/Phoenix_Open,/wiki/Jack_Nicklaus
1964,1964,PGA,7,16-Feb,Tucson Open Invitational,Arizona,Jacky Cupit (3),274 (-14),"4,000",,,,/wiki/Tucson_Open_Invitational,/wiki/Tucson_Open,/wiki/Jacky_Cupit
1964,1964,PGA,9,2-Mar,Greater New Orleans Open Invitational,Louisiana,Mason Rudolph (3),283 (-5),"7,500",,,,/wiki/Greater_New_Orleans_Open_Invitational,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Mason_Rudolph
1964,1964,PGA,10,9-Mar,Pensacola Open,Florida,Gary Player (8),274 (-14),"4,000",,,,/wiki/Pensacola_Open,/wiki/Pensacola_Open,/wiki/Gary_Player
1964,1964,PGA,11,15-Mar,St. Petersburg Open Invitational,Florida,Bruce Devlin (1),272 (-16),"3,300",,,,/wiki/St._Petersburg_Open_Invitational,/wiki/St._Petersburg_Open_Invitational,/wiki/Bruce_Devlin
1964,1964,PGA,12,22-Mar,Doral Open Invitational,Florida,Billy Casper (21),277 (-11),"7,500",,,,/wiki/Doral_Open_Invitational,/wiki/Doral_Open,/wiki/Billy_Casper
1964,1964,PGA,13,30-Mar,Azalea Open,North Carolina,Al Besselink (4),282 (-6),"2,700",,,,/wiki/Azalea_Open,/wiki/Azalea_Open_Invitational,/wiki/Al_Besselink
1964,1964,PGA,14,5-Apr,Greater Greensboro Open,North Carolina,Julius Boros (13),277 (-7),"6,600",,,,/wiki/Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Julius_Boros
1964,1964,MAJ,15,12-Apr,Masters Tournament,Georgia,Arnold Palmer (43),276 (-12),"20,000",,,Major championship,/wiki/1964_Masters_Tournament,/wiki/1964_Masters_Tournament,/wiki/Arnold_Palmer
1964,1964,PGA,16,19-Apr,Houston Classic,Texas,Mike Souchak (14),278 (-6),"7,500",,,,/wiki/Houston_Classic,/wiki/Houston_Open,/wiki/Mike_Souchak
1964,1964,PGA,17,26-Apr,Texas Open Invitational,Texas,Bruce Crampton (3),273 (-7),"5,800",,,,/wiki/Texas_Open_Invitational,/wiki/Valero_Texas_Open,/wiki/Bruce_Crampton
1964,1964,PGA,18,3-May,Tournament of Champions,Nevada,Jack Nicklaus (10),279 (-9),"12,000",,,,/wiki/Tournament_of_Champions_(PGA_Tour),/wiki/Tournament_of_Champions_%28golf%29,/wiki/Jack_Nicklaus
1964,1964,PGA,18,3-May,Waco Turner Open,Oklahoma,Pete Brown (1),280 (-8),"2,700",,,,/wiki/Waco_Turner_Open,/wiki/Waco_Turner_Open,/wiki/Pete_Brown_(golfer)
1964,1964,PGA,19,10-May,Colonial National Invitation,Texas,Billy Casper (22),279 (-1),"14,000",,,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Billy_Casper
1964,1964,PGA,20,18-May,Oklahoma City Open Invitational,Oklahoma,Arnold Palmer (44),277 (-11),"5,800",,,,/wiki/Oklahoma_City_Open_Invitational,/wiki/Oklahoma_City_Open_Invitational,/wiki/Arnold_Palmer
1964,1964,PGA,21,24-May,Memphis Open Invitational,Tennessee,Mike Souchak (15),270 (-10),"7,500",,,,/wiki/Memphis_Open_Invitational,/wiki/St._Jude_Classic,/wiki/Mike_Souchak
1964,1964,PGA,22,31-May,500 Festival Open Invitation,Indiana,Gary Player (9),273 (-11),"12,000",,,,/wiki/500_Festival_Open_Invitation,/wiki/500_Festival_Open_Invitation,/wiki/Gary_Player
1964,1964,PGA,23,7-Jun,Thunderbird Classic,New York,Tony Lema (6),276 (-12),"20,000",,,,/wiki/Thunderbird_Classic,/wiki/Thunderbird_Classic,/wiki/Tony_Lema
1964,1964,PGA,24,14-Jun,Buick Open Invitational,Michigan,Tony Lema (7),277 (-11),"8,000",,,,/wiki/Buick_Open_Invitational,/wiki/Buick_Open,/wiki/Tony_Lema
1964,1964,MAJ,25,20-Jun,U.S. Open,Maryland,Ken Venturi (11),278 (-2),"17,000",,,Major championship,/wiki/1964_U.S._Open_(golf),/wiki/1964_U.S._Open_(golf),/wiki/Ken_Venturi
1964,1964,PGA,26,28-Jun,Cleveland Open,Ohio,Tony Lema (8),270 (-14),"20,000",,,,/wiki/Cleveland_Open,/wiki/Cleveland_Open,/wiki/Tony_Lema
1964,1964,PGA,27,5-Jul,Whitemarsh Open Invitational,Pennsylvania,Jack Nicklaus (11),276 (-12),"24,000",,,,/wiki/Whitemarsh_Open_Invitational,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/Jack_Nicklaus
1964,1964,MAJ,28,10-Jul,The Open Championship,Scotland,Tony Lema (9),279 (-9),"4,200",,,Major championship,/wiki/1964_Open_Championship,/wiki/1964_Open_Championship,/wiki/Tony_Lema
1964,1964,MAJ,29,19-Jul,PGA Championship,Ohio,Bobby Nichols (4),271 (-9),"18,000",,,Major championship,/wiki/1964_PGA_Championship,/wiki/1964_PGA_Championship,/wiki/Bobby_Nichols
1964,1964,PGA,30,26-Jul,Insurance City Open Invitational,Connecticut,Ken Venturi (12),273 (-11),"7,500",,,,/wiki/Insurance_City_Open_Invitational,/wiki/Travelers_Championship,/wiki/Ken_Venturi
1964,1964,PGA,31,2-Aug,Canadian Open,Canada,Kel Nagle (2),277 (-7),"7,500",,,,/wiki/Canadian_Open_(golf),/wiki/Canadian_Open_(golf),/wiki/Kel_Nagle
1964,1964,PGA,32,9-Aug,Western Open,Illinois,Chi-Chi Rodríguez (3),268 (-16),"11,000",,,,/wiki/Western_Open,/wiki/Western_Open,/wiki/Chi-Chi_Rodr%C3%ADguez
1964,1964,PGA,33,16-Aug,St. Paul Open Invitational,Minnesota,Chuck Courtney (1),272 (-12),"11,500",,,,/wiki/St._Paul_Open_Invitational,/wiki/St._Paul_Open_Invitational,/wiki/Chuck_Courtney_(golfer)
1964,1964,PGA,34,23-Aug,American Golf Classic,Ohio,Ken Venturi (13),275 (-5),"7,500",,,,/wiki/American_Golf_Classic,/wiki/American_Golf_Classic,/wiki/Ken_Venturi
1964,1964,PGA,35,30-Aug,Carling World Open,Michigan,Bobby Nichols (5),278 (-2),"35,000",,,,/wiki/Carling_World_Open,/wiki/Carling_World_Open,/wiki/Bobby_Nichols
1964,1964,PGA,36,7-Sep,Dallas Open Invitational,Texas,Charles Coody (1),271 (-9),"5,800",,,,/wiki/Dallas_Open_Invitational,/wiki/AT%26T_Byron_Nelson,/wiki/Charles_Coody
1964,1964,PGA,38,20-Sep,Portland Open Invitational,Oregon,Jack Nicklaus (12),275 (-13),"5,800",,,,/wiki/Portland_Open_Invitational,/wiki/Portland_Open_Invitational,/wiki/Jack_Nicklaus
1964,1964,PGA,39,27-Sep,Greater Seattle Open Invitational,Washington,Billy Casper (23),265 (-15),"5,800",,,,/wiki/Greater_Seattle_Open_Invitational,/wiki/Seattle_Open_Invitational,/wiki/Billy_Casper
1964,1964,PGA,40,4-Oct,Fresno Open Invitational,California,George Knudson (3),280 (-8),"5,000",,,,/wiki/Fresno_Open_Invitational,/wiki/Fig_Garden_Village_Open_Invitational,/wiki/George_Knudson
1964,1964,PGA,41,11-Oct,Sunset-Camellia Open Invitational,California,Bob McCallister (2),281 (-3),"3,300",,,,/wiki/Sunset-Camellia_Open_Invitational,/wiki/Sunset-Camellia_Open_Invitational,/wiki/Bob_McCallister
1964,1964,PGA,42,18-Oct,Sahara Invitational,Nevada,R. H. Sikes (1),275 (-9),"12,000",,,,/wiki/Sahara_Invitational,/wiki/Sahara_Invitational,/wiki/R._H._Sikes
1964,1964,PGA,43,25-Oct,Mountain View Open,California,Jack McGowan (1),273 (-11),"5,800",,,,/wiki/Mountain_View_Open,/wiki/Mountain_View_Open,/wiki/Jack_McGowan_(golfer)
1964,1964,PGA,44,3-Nov,Almaden Open Invitational,California,Billy Casper (24),279 (-9),"3,300",,,,/wiki/Almaden_Open_Invitational,/wiki/Almaden_Open,/wiki/Billy_Casper
1964,1964,PGA,47,22-Nov,Cajun Classic Open Invitational,Louisiana,Miller Barber (1),277 (-7),"3,300",,,,/wiki/Cajun_Classic_Open_Invitational,/wiki/Cajun_Classic_Open_Invitational,/wiki/Miller_Barber
1965,1965,PGA,2,11-Jan,Los Angeles Open,California,Paul Harney (5),276 (-8),"12,000",,,,/wiki/Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/Paul_Harney
1965,1965,PGA,3,17-Jan,San Diego Open Invitational,California,Wes Ellis (3),267 (-17),"4,850",,,,/wiki/San_Diego_Open_Invitational,/wiki/Farmers_Insurance_Open,/wiki/Wes_Ellis
1965,1965,PGA,4,24-Jan,Bing Crosby National Pro-Am,California,Bruce Crampton (4),284 (-3),"11,000",,,,/wiki/Bing_Crosby_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Bruce_Crampton
1965,1965,PGA,5,31-Jan,Lucky International Open,California,George Archer (1),278 (-6),"8,500",,,,/wiki/Lucky_International_Open,/wiki/Lucky_International_Open,/wiki/George_Archer
1965,1965,PGA,6,7-Feb,Bob Hope Desert Classic,California,Billy Casper (25),348 (-12),"15,000",,,,/wiki/Bob_Hope_Desert_Classic,/wiki/CareerBuilder_Challenge,/wiki/Billy_Casper
1965,1965,PGA,7,14-Feb,Phoenix Open Invitational,Arizona,Rod Funseth (1),274 (-14),"10,500",,,,/wiki/Phoenix_Open_Invitational,/wiki/Phoenix_Open,/wiki/Rod_Funseth
1965,1965,PGA,8,21-Feb,Tucson Open Invitational,Arizona,Bob Charles (3),271 (-17),"6,800",,,,/wiki/Tucson_Open_Invitational,/wiki/Tucson_Open,/wiki/Bob_Charles_(golfer)
1965,1965,PGA,10,7-Mar,Pensacola Open Invitational,Florida,Doug Sanders (13),277 (-11),"10,000",,,,/wiki/Pensacola_Open_Invitational,/wiki/Pensacola_Open,/wiki/Doug_Sanders
1965,1965,PGA,11,14-Mar,Doral Open Invitational,Florida,Doug Sanders (14),274 (-14),"11,000",,,,/wiki/Doral_Open_Invitational,/wiki/Doral_Open,/wiki/Doug_Sanders
1965,1965,PGA,12,21-Mar,Jacksonville Open,Florida,Bert Weaver (1),285 (-3),"8,500",,,,/wiki/Jacksonville_Open,/wiki/Greater_Jacksonville_Open,/wiki/Bert_Weaver
1965,1965,PGA,13,28-Mar,Azalea Open Invitational,North Carolina,Dick Hart (1),276 (-12),"3,850",,,,/wiki/Azalea_Open_Invitational,/wiki/Azalea_Open_Invitational,/wiki/Dick_Hart_(golfer)
1965,1965,PGA,14,4-Apr,Greater Greensboro Open,North Carolina,Sam Snead (82),273 (-11),"11,000",,,,/wiki/Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Sam_Snead
1965,1965,MAJ,15,11-Apr,Masters Tournament,Georgia,Jack Nicklaus (13),271 (-17),"20,000",,,Major championship,/wiki/1965_Masters_Tournament,/wiki/1965_Masters_Tournament,/wiki/Jack_Nicklaus
1965,1965,PGA,16,18-Apr,Houston Classic,Texas,Bobby Nichols (6),273 (-11),"12,000",,,,/wiki/Houston_Classic,/wiki/Houston_Open,/wiki/Bobby_Nichols
1965,1965,PGA,17,25-Apr,Texas Open Invitational,Texas,Frank Beard (2),270 (-10),"7,500",,,,/wiki/Texas_Open_Invitational,/wiki/Valero_Texas_Open,/wiki/Frank_Beard_(golfer)
1965,1965,PGA,18,2-May,Tournament of Champions,Nevada,Arnold Palmer (45),277 (-11),"14,000",,,,/wiki/Tournament_of_Champions_(PGA_Tour),/wiki/Tournament_of_Champions_%28golf%29,/wiki/Arnold_Palmer
1965,1965,PGA,19,11-May,Colonial National Invitation,Texas,Bruce Crampton (5),276 (-4),"20,000",,,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Bruce_Crampton
1965,1965,PGA,20,16-May,Greater New Orleans Open Invitational,Louisiana,Dick Mayer (7),273 (-15),"20,000",,,,/wiki/Greater_New_Orleans_Open_Invitational,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Dick_Mayer
1965,1965,PGA,21,23-May,Memphis Open Invitational,Tennessee,Jack Nicklaus (14),271 (-9),"9,000",,,,/wiki/Memphis_Open_Invitational,/wiki/St._Jude_Classic,/wiki/Jack_Nicklaus
1965,1965,PGA,22,30-May,500 Festival Open Invitation,Indiana,Bruce Crampton (6),279 (-5),"15,200",,,,/wiki/500_Festival_Open_Invitation,/wiki/500_Festival_Open_Invitation,/wiki/Bruce_Crampton
1965,1965,PGA,23,6-Jun,Buick Open Invitational,Michigan,Tony Lema (10),280 (-8),"20,000",,,,/wiki/Buick_Open_Invitational,/wiki/Buick_Open,/wiki/Tony_Lema
1965,1965,PGA,24,13-Jun,Cleveland Open Invitational,Ohio,Dan Sikes (2),272 (-12),"25,000",,,,/wiki/Cleveland_Open_Invitational,/wiki/Cleveland_Open,/wiki/Dan_Sikes
1965,1965,MAJ,25,21-Jun,U.S. Open,Missouri,Gary Player (10),282 (+2),"26,000",,,Major championship,/wiki/1965_U.S._Open_(golf),/wiki/1965_U.S._Open_(golf),/wiki/Gary_Player
